Postcode,Postcode Status,LSOA code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing and Services Rank,Barriers to Housing and Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
RM17 5UX,Live,E01015959,Thurrock 016C E01015959,12463,4,10246,4,0.153,10980,4,0.11,9816,3,17209,6,12105,4,14766,5,15428,5,10133,4,0.199,9103,3,0.213
WR5 2XD,Live,E01032284,Worcester 013B E01032284,30505,10,29369,9,0.037,30178,10,0.032,28816,9,29316,9,24840,8,17195,6,17716,6,29543,9,0.037,28597,9,0.053
WR9 0AA,Live,E01032357,Wychavon 004A E01032357,13617,5,13696,5,0.12,10991,4,0.11,12992,4,11179,4,9955,4,19475,6,17965,6,21335,7,0.086,11076,4,0.185
WR8 0BL,Live,E01032217,Malvern Hills 005D E01032217,14252,5,18148,6,0.088,17559,6,0.075,26409,9,22373,7,29751,10,2554,1,1026,1,21650,7,0.084,19320,6,0.105
WR10 2BX,Live,E01032409,Wychavon 012E E01032409,10576,4,9661,3,0.16,8263,3,0.132,6404,2,11414,4,25430,8,18418,6,10871,4,12173,4,0.172,11493,4,0.18
WR11 4QH,Live,E01032376,Wychavon 015A E01032376,24540,8,24614,8,0.056,22744,7,0.056,23650,8,26310,9,27048,9,13324,5,9130,3,27203,9,0.051,26083,8,0.066
ME13 8RZ,Live,E01024626,Swale 014E E01024626,29533,9,30450,10,0.032,31931,10,0.023,28664,9,23022,8,14786,5,27013,9,13786,5,29238,9,0.039,28210,9,0.055
TN9 2PH,Live,E01024757,Tonbridge and Malling 013A E01024757,28230,9,26405,9,0.049,27898,9,0.04,27038,9,26319,9,13324,5,26283,9,16137,5,26189,8,0.057,21361,7,0.091
TN24 8UD,Live,E01023981,Ashford 004B E01023981,7567,3,8782,3,0.17,9960,4,0.118,10240,4,15570,5,7467,3,30,1,29051,9,7027,3,0.248,11621,4,0.178
TN30 6LT,Live,E01024024,Ashford 013E E01024024,23521,8,19271,6,0.082,19966,7,0.066,18674,6,26829,9,20937,7,12230,4,29552,9,19088,6,0.103,21223,7,0.092
ME14 5DS,Live,E01033092,Maidstone 004G E01033092,7750,3,6279,2,0.206,6197,2,0.154,13753,5,7918,3,13467,5,10052,4,9147,3,6758,3,0.253,6961,3,0.249
TN28 8BB,Live,E01024539,Shepway 012C E01024539,7903,3,5456,2,0.221,6469,2,0.151,6477,2,8142,3,10863,4,16326,5,28607,9,4440,2,0.298,7982,3,0.231
DA11 8AQ,Live,E01024288,Gravesham 006E E01024288,20821,7,22017,7,0.068,18100,6,0.073,17850,6,14600,5,13163,5,26177,8,16607,6,25324,8,0.062,21602,7,0.09
DA11 8BG,Live,E01024281,Gravesham 006B E01024281,11584,4,12214,4,0.133,14829,5,0.087,11456,4,17558,6,979,1,27162,9,10550,4,5915,2,0.269,22764,7,0.083
TN4 9XB,Live,E01024837,Tunbridge Wells 002A E01024837,30974,10,28138,9,0.042,27995,9,0.04,28333,9,30308,10,17304,6,24407,8,28929,9,26994,9,0.052,32516,10,0.023
ME14 5DT,Live,E01024336,Maidstone 005B E01024336,30847,10,31502,10,0.026,29751,10,0.033,26667,9,30197,10,17482,6,24205,8,19695,6,30021,10,0.034,31058,10,0.038
DA2 7DR,Live,E01024189,Dartford 011D E01024189,17629,6,18069,6,0.089,18382,6,0.071,17363,6,18121,6,15165,5,6257,2,15925,5,19360,6,0.101,17343,6,0.12
DA2 7DA,Live,E01024189,Dartford 011D E01024189,17629,6,18069,6,0.089,18382,6,0.071,17363,6,18121,6,15165,5,6257,2,15925,5,19360,6,0.101,17343,6,0.12
ME7 5HT,Live,E01016045,Medway 012C E01016045,8722,3,11008,4,0.144,13145,5,0.097,10560,4,12409,4,1044,1,21266,7,3777,2,10504,4,0.194,11827,4,0.175
ME2 2SX,Live,E01016155,Medway 008D E01016155,8148,3,8300,3,0.176,6315,2,0.153,3197,1,19977,7,5589,2,17285,6,19066,6,7457,3,0.241,13445,5,0.157
PR1 0LN,Live,E01025410,South Ribble 003C E01025410,32337,10,31563,10,0.025,31502,10,0.026,31128,10,24266,8,29183,9,23246,8,28333,9,30876,10,0.029,29248,9,0.049
LA1 3LS,Live,E01025091,Lancaster 013A E01025091,4724,2,4146,2,0.248,5033,2,0.169,6424,2,2284,1,5210,2,21869,7,15762,5,3588,2,0.321,3839,2,0.323
PR1 4LX,Live,E01025304,Preston 016E E01025304,12499,4,10653,4,0.148,12786,4,0.099,12118,4,13088,4,19444,6,24058,8,4027,2,12813,4,0.164,9168,3,0.212
FY8 4DG,Live,E01024983,Fylde 008C E01024983,27726,9,25715,8,0.052,23261,8,0.055,30173,10,18730,6,25985,8,32471,10,12844,4,27323,9,0.05,25542,8,0.068
FY5 5DG,Live,E01025594,Wyre 012C E01025594,20919,7,17875,6,0.09,17130,6,0.076,21297,7,9807,3,24670,8,26893,9,23377,8,18618,6,0.107,21093,7,0.093
LA1 2RX,Live,E01025151,Lancaster 011C E01025151,1548,1,2027,1,0.306,2423,1,0.217,6319,2,1882,1,312,1,20480,7,1860,1,1031,1,0.425,2337,1,0.379
PR2 3SQ,Live,E01025240,Preston 008B E01025240,26622,9,26917,9,0.047,24883,8,0.049,26732,9,17661,6,20223,7,30291,10,11409,4,30212,10,0.033,21254,7,0.092
BB9 8LF,Live,E01025210,Pendle 010C E01025210,6290,2,11196,4,0.143,8513,3,0.13,4038,2,5263,2,7219,3,29603,10,1076,1,13213,5,0.159,9543,3,0.206
BB8 8JT,Live,E01025228,Pendle 007C E01025228,13312,5,18218,6,0.088,12273,4,0.102,11947,4,8303,3,12560,4,27526,9,5416,2,22873,7,0.076,17999,6,0.115
BB2 3HJ,Live,E01012632,Blackburn with Darwen 011F E01012632,6820,3,5951,2,0.213,6719,3,0.148,13184,5,3250,1,9685,3,21377,7,7503,3,8046,3,0.231,3621,2,0.329
BB3 3HD,Live,E01012654,Blackburn with Darwen 016D E01012654,3360,2,6190,2,0.208,4556,2,0.176,7134,3,2411,1,2176,1,30905,10,566,1,8556,3,0.223,8876,3,0.216
NG2 7QY,Live,E01028365,Rushcliffe 007C E01028365,32047,10,28938,9,0.039,30423,10,0.031,32147,10,32473,10,19959,7,28277,9,22681,7,27438,9,0.05,25829,8,0.067
NG4 3SH,Live,E01028212,Gedling 011E E01028212,9676,3,8189,3,0.178,9224,3,0.124,4763,2,7679,3,22844,7,17527,6,18413,6,6220,2,0.262,13823,5,0.153
NG4 4AA,Live,E01028170,Gedling 012C E01028170,24559,8,19759,7,0.079,23682,8,0.053,22171,7,19153,6,22357,7,26561,9,15167,5,27241,9,0.051,15708,5,0.134
NG5 8GX,Live,E01028144,Gedling 006A E01028144,13896,5,14336,5,0.115,12669,4,0.099,9998,4,13693,5,13630,5,20513,7,10294,4,16702,6,0.123,14512,5,0.146
DN11 8EF,Live,E01028027,Bassetlaw 001E E01028027,5626,2,8314,3,0.176,6044,2,0.156,2669,1,4289,2,1758,1,23570,8,27294,9,4818,2,0.29,17274,6,0.121
NG8 3LD,Live,E01013929,Nottingham 020D E01013929,10586,4,9912,4,0.156,9578,3,0.121,14871,5,5254,2,13305,5,20443,7,11296,4,11221,4,0.184,9194,3,0.212
SK10 4AF,Live,E01018618,Macclesfield 015B E01018618,11201,4,8956,3,0.168,6771,3,0.148,8216,3,9967,4,17996,6,24625,8,30867,10,9159,3,0.214,14825,5,0.143
CW10 9BU,Live,E01018425,Congleton 003B E01018425,17475,6,19004,6,0.083,17099,6,0.077,20073,7,6648,3,12147,4,31738,10,13076,4,25171,8,0.062,19275,6,0.106
PL11 2NH,Live,E01018798,Caradon 011B E01018798,17008,6,17061,6,0.095,15128,5,0.086,20186,7,9171,3,15648,5,28255,9,9931,4,16262,5,0.128,18687,6,0.11
LA11 7SA,Live,E01019349,South Lakeland 013A E01019349,28205,9,26552,9,0.048,25136,8,0.049,29672,10,26877,9,30366,10,29550,9,6585,3,24666,8,0.065,28798,9,0.052
LA7 7DD,Live,E01019382,South Lakeland 011E E01019382,22603,7,19472,6,0.08,19655,6,0.067,14076,5,23945,8,21932,7,32480,10,12967,4,21787,7,0.083,18153,6,0.113
CA7 9PX,Live,E01019134,Allerdale 001D E01019134,20840,7,21505,7,0.07,13349,5,0.095,12603,4,12754,4,32383,10,26727,9,29350,9,26302,9,0.056,24033,8,0.076
GL7 1XB,Live,E01022195,Cotswold 007B E01022195,29283,9,26366,9,0.049,31041,10,0.028,30124,10,31408,10,22278,7,9698,3,20652,7,24954,8,0.064,22752,7,0.083
GL7 1HS,Live,E01022188,Cotswold 006A E01022188,13676,5,12089,4,0.134,10969,4,0.111,14113,5,15226,5,28122,9,3035,1,30580,10,15780,5,0.132,12779,4,0.164
GL17 0DU,Live,E01022259,Forest of Dean 003D E01022259,25467,8,28376,9,0.041,25823,8,0.047,22836,7,26826,9,31278,10,10152,4,7801,3,32241,10,0.016,25726,8,0.067
GL51 0HG,Live,E01022122,Cheltenham 003A E01022122,3984,2,3281,1,0.268,4323,2,0.179,1886,1,3989,2,7110,3,19740,7,22947,7,1727,1,0.387,6196,2,0.264
SG6 3QA,Live,E01023648,North Hertfordshire 008E E01023648,31150,10,28744,9,0.039,21926,7,0.059,32235,10,28893,9,29944,10,23234,8,29228,9,31487,10,0.024,31158,10,0.037
SG4 9RS,Live,E01023609,North Hertfordshire 013D E01023609,31471,10,30150,10,0.033,29009,9,0.036,32413,10,31010,10,21158,7,30512,10,14792,5,31650,10,0.023,24992,8,0.071
HP1 2PH,Live,E01023427,Dacorum 011B E01023427,14632,5,11056,4,0.144,13476,5,0.095,8409,3,15566,5,24541,8,9809,3,30657,10,9692,3,0.206,12759,4,0.164
SG7 6DZ,Live,E01023589,North Hertfordshire 004C E01023589,23897,8,18598,6,0.086,19790,7,0.066,26900,9,25805,8,15304,5,21067,7,19218,6,21259,7,0.087,16387,5,0.128
SG5 2UR,Live,E01023603,North Hertfordshire 010C E01023603,31837,10,31129,10,0.028,30634,10,0.03,31716,10,30639,10,16299,5,30797,10,19983,7,32229,10,0.016,25425,8,0.069
AL3 6DB,Live,E01023713,St Albans 007A E01023713,28886,9,21897,7,0.068,25640,8,0.047,29953,10,31705,10,27499,9,11679,4,29392,9,25769,8,0.059,14805,5,0.143
CM23 2NQ,Live,E01023453,East Hertfordshire 003B E01023453,32344,10,32005,10,0.022,32646,10,0.013,32142,10,32739,10,30871,10,10845,4,31310,10,29260,9,0.039,31697,10,0.033
PE10 9DT,Live,E01026296,South Kesteven 011B E01026296,24528,8,22827,7,0.064,23882,8,0.053,21001,7,25499,8,31800,10,4199,2,31371,10,18707,6,0.106,26680,9,0.063
NG34 7DD,Live,E01026235,North Kesteven 010E E01026235,9067,3,5291,2,0.224,5228,2,0.167,7401,3,20378,7,16411,5,28516,9,12876,4,4011,2,0.309,12397,4,0.169
LN8 3RF,Live,E01026391,West Lindsey 003C E01026391,17972,6,18334,6,0.087,16230,5,0.08,24730,8,19782,7,32321,10,3271,1,11017,4,16217,5,0.128,22526,7,0.085
NR31 7JJ,Live,E01026620,Great Yarmouth 011D E01026620,2059,1,1732,1,0.317,820,1,0.272,2499,1,3397,2,8005,3,17275,6,19346,6,4199,2,0.304,2280,1,0.381
NR5 0PX,Live,E01026924,South Norfolk 001E E01026924,19461,6,17748,6,0.091,11749,4,0.105,19227,6,16156,5,21722,7,18300,6,29023,9,24715,8,0.065,21431,7,0.091
PE30 4AW,Live,E01026714,King's Lynn and West Norfolk 010D E01026714,26884,9,26595,9,0.048,25492,8,0.048,22760,7,19512,6,22482,7,12085,4,30099,10,23993,8,0.07,29148,9,0.05
NN3 8NH,Live,E01027198,Northampton 007C E01027198,3296,2,4517,2,0.24,3545,2,0.192,3939,2,4330,2,2739,1,4475,2,16308,5,5340,2,0.28,8360,3,0.224
NN12 6DJ,Live,E01027303,South Northamptonshire 004E E01027303,28572,9,28421,9,0.041,29156,9,0.036,29395,9,29797,10,8939,3,20498,7,19432,6,27130,9,0.051,26984,9,0.061
NE66 1DH,Live,E01027358,Alnwick 002A E01027358,18762,6,15234,5,0.108,14335,5,0.09,11984,4,18312,6,15698,5,25450,8,31047,10,18472,6,0.108,15155,5,0.139
OX16 0UD,Live,E01028443,Cherwell 002C E01028443,23280,8,23984,8,0.059,23592,8,0.054,13531,5,19841,7,23145,8,11146,4,25585,8,21762,7,0.083,26711,9,0.062
OX4 2AU,Live,E01028532,Oxford 013B E01028532,11826,4,10542,4,0.149,14950,5,0.087,9145,3,16025,5,15722,5,5515,2,10844,4,6178,2,0.263,6675,3,0.255
TA1 3HQ,Live,E01029296,Taunton Deane 014D E01029296,27127,9,26002,8,0.051,19915,7,0.066,28191,9,19748,7,23820,8,21812,7,24208,8,31483,10,0.024,24496,8,0.074
TA20 1JL,Live,E01029171,South Somerset 023B E01029171,10538,4,9164,3,0.165,8824,3,0.127,10780,4,9247,3,7491,3,18829,6,21941,7,4126,2,0.307,15174,5,0.139
TA10 9SS,Live,E01029201,South Somerset 004B E01029201,23166,8,26282,9,0.05,21739,7,0.059,16096,5,26930,9,23336,8,4087,2,30760,10,30079,10,0.034,26881,9,0.061
TA4 2NE,Live,E01029320,Taunton Deane 003B E01029320,16639,6,11411,4,0.14,12753,4,0.099,11641,4,17432,6,29021,9,25941,8,16673,6,10660,4,0.191,15289,5,0.138
BA4 5PF,Live,E01029064,Mendip 006C E01029064,19773,7,24723,8,0.056,17096,6,0.077,13898,5,19314,6,12921,4,15252,5,15297,5,30811,10,0.029,24168,8,0.075
IP4 5HD,Live,E01030004,Ipswich 008C E01030004,27104,9,27720,9,0.044,28070,9,0.039,18141,6,18931,6,18312,6,28819,9,17741,6,23649,8,0.072,27184,9,0.06
IP12 4JX,Live,E01030155,Suffolk Coastal 008A E01030155,23581,8,21296,7,0.071,19635,6,0.067,15870,5,24228,8,27321,9,25174,8,13617,5,21408,7,0.086,24793,8,0.072
GU12 6QH,Live,E01030422,Guildford 014B E01030422,24256,8,22254,7,0.067,24757,8,0.05,11932,4,21468,7,24463,8,23495,8,19675,6,26230,8,0.057,15951,5,0.132
GU15 4AE,Live,E01030786,Surrey Heath 004A E01030786,13334,5,8799,3,0.17,13269,5,0.096,5794,2,17715,6,16161,5,19147,6,27922,9,7900,3,0.233,6042,2,0.267
KT15 3HW,Live,E01030693,Runnymede 010D E01030693,28388,9,31052,10,0.029,29187,9,0.036,25276,8,23926,8,13986,5,15533,5,21067,7,28188,9,0.045,31468,10,0.035
TW18 3HJ,Live,E01030663,Runnymede 003A E01030663,15635,5,12533,4,0.13,17166,6,0.076,6597,3,22194,7,15334,5,16277,5,17946,6,9639,3,0.207,14727,5,0.144
GU8 5BZ,Live,E01030939,Waverley 011E E01030939,30926,10,30033,10,0.034,29757,10,0.033,29650,10,30988,10,19426,6,13873,5,29709,10,27366,9,0.05,31583,10,0.034
RH2 0TD,Live,E01030625,Reigate and Banstead 009D E01030625,29276,9,32686,10,0.013,32715,10,0.011,24084,8,30856,10,21592,7,10909,4,14036,5,32745,10,0.008,31770,10,0.032
KT22 7JP,Live,E01030510,Mole Valley 004A E01030510,30220,10,28700,9,0.04,26926,9,0.043,28552,9,30309,10,31084,10,14649,5,19336,6,25821,8,0.059,30756,10,0.04
GU1 2TN,Live,E01030461,Guildford 011E E01030461,32754,10,32177,10,0.02,32344,10,0.019,32600,10,32520,10,27265,9,23776,8,27803,9,31853,10,0.021,32595,10,0.021
CV32 6NB,Live,E01031292,Warwick 009C E01031292,31215,10,30542,10,0.031,31294,10,0.027,30742,10,28197,9,23483,8,14028,5,25587,8,31690,10,0.022,25185,8,0.07
GU29 9DT,Live,E01032717,Chichester 004F E01032717,20524,7,24005,8,0.059,25031,8,0.049,13264,5,29555,9,22947,7,5374,2,8074,3,22513,7,0.079,27941,9,0.056
RH11 8PG,Live,E01031598,Crawley 007C E01031598,8715,3,8038,3,0.18,11591,4,0.106,12253,4,9656,3,6352,2,4503,2,12303,4,6018,2,0.266,6631,3,0.256
BN44 3RX,Live,E01031687,Horsham 014E E01031687,15786,5,15399,5,0.107,15742,5,0.083,16137,5,20491,7,26452,9,6475,2,6377,2,15419,5,0.136,14947,5,0.142
RH12 1SR,Live,E01031637,Horsham 007B E01031637,19176,6,13791,5,0.119,16779,6,0.078,13952,5,25065,8,13557,5,15351,5,31984,10,10723,4,0.191,17771,6,0.117
NW5 1RL,Live,E01000912,Camden 001D E01000912,12523,4,7971,3,0.181,11392,4,0.107,20743,7,19402,6,6099,2,17950,6,12195,4,7975,3,0.232,5990,2,0.269
SE9 5EQ,Live,E01001661,Greenwich 029E E01001661,5857,2,7532,3,0.187,8150,3,0.133,8718,3,10337,4,2407,1,2160,1,10291,4,7000,3,0.248,7311,3,0.243
N16 9EX,Live,E01001737,Hackney 012B E01001737,11026,4,10509,4,0.15,15066,5,0.086,31623,10,11139,4,12690,4,3523,2,2912,1,10054,4,0.2,2181,1,0.386
SW3 2QS,Live,E01002861,Kensington and Chelsea 014D E01002861,18886,6,21822,7,0.068,27086,9,0.043,25358,8,29444,9,10782,4,5828,2,2864,1,25290,8,0.062,16226,5,0.13
SE24 0QN,Live,E01003051,Lambeth 018C E01003051,5442,2,5477,2,0.221,8885,3,0.127,15469,5,8579,3,1936,1,4492,2,3375,2,1649,1,0.39,1055,1,0.453
SE4 1LE,Live,E01003276,Lewisham 014D E01003276,13770,5,12584,4,0.129,13221,5,0.096,27846,9,19517,6,7784,3,8835,3,6296,2,13272,5,0.158,14387,5,0.147
E1 0LB,Live,E01004305,Tower Hamlets 022D E01004305,7611,3,5329,2,0.223,9699,3,0.12,13881,5,14059,5,7293,3,6087,2,5094,2,4961,2,0.288,2535,1,0.371
NW6 5SN,Live,E01004710,Westminster 002D E01004710,7483,3,4355,2,0.243,6312,2,0.153,19217,6,19043,6,4407,2,11880,4,6751,3,5109,2,0.284,3788,2,0.324
RM8 1JT,Live,E01000061,Barking and Dagenham 006C E01000061,2802,1,2125,1,0.303,3923,2,0.186,5414,2,4136,2,14393,5,375,1,18454,6,2377,1,0.359,876,1,0.47
RM8 1JU,Live,E01000061,Barking and Dagenham 006C E01000061,2802,1,2125,1,0.303,3923,2,0.186,5414,2,4136,2,14393,5,375,1,18454,6,2377,1,0.359,876,1,0.47
N12 8TA,Live,E01000284,Barnet 012D E01000284,18467,6,11861,4,0.136,15680,5,0.083,27035,9,25901,8,18045,6,9370,3,17083,6,11872,4,0.176,7787,3,0.235
DA15 9AG,Live,E01000462,Bexley 026E E01000462,19613,6,16222,5,0.101,21635,7,0.06,18275,6,23026,8,23182,8,13104,4,7436,3,10805,4,0.189,17001,6,0.123
TN16 3AU,Live,E01000748,Bromley 042C E01000748,21419,7,29393,9,0.037,28847,9,0.037,19236,6,31343,10,20956,7,926,1,13473,5,28124,9,0.046,27997,9,0.056
BR7 5PS,Live,E01000696,Bromley 007E E01000696,27929,9,31679,10,0.024,31374,10,0.026,32251,10,32101,10,7708,3,9240,3,19381,6,31416,10,0.025,31144,10,0.037
SE19 1RS,Live,E01001162,Croydon 001D E01001162,8850,3,8681,3,0.171,8869,3,0.127,16356,5,15275,5,7341,3,2947,1,9485,3,9835,3,0.204,9216,3,0.211
N21 3HS,Live,E01001570,Enfield 026E E01001570,16189,5,13247,5,0.124,17229,6,0.076,21033,7,24389,8,13315,5,4762,2,13222,5,14884,5,0.141,12268,4,0.17
N15 6EB,Live,E01002052,Haringey 029C E01002052,8956,3,12298,4,0.132,9338,3,0.123,4036,2,24608,8,10761,4,2522,1,11510,4,21876,7,0.083,4855,2,0.296
HA3 6NR,Live,E01002151,Harrow 006D E01002151,6225,2,4545,2,0.239,4111,2,0.183,9466,3,16084,5,14883,5,3798,2,12954,4,7659,3,0.237,3249,1,0.341
RM14 2QR,Live,E01002386,Havering 022E E01002386,27280,9,21489,7,0.07,28744,9,0.037,24998,8,29304,9,14320,5,24366,8,16595,6,14893,5,0.141,24633,8,0.073
UB4 0LT,Live,E01002507,Hillingdon 027F E01002507,13549,5,10595,4,0.149,20726,7,0.063,18293,6,25338,8,4541,2,4147,2,12253,4,10579,4,0.193,10364,4,0.195
UB10 0EJ,Live,E01002456,Hillingdon 017C E01002456,15086,5,13545,5,0.121,17111,6,0.077,15041,5,13663,5,14780,5,11177,4,10308,4,14246,5,0.148,11849,4,0.175
KT3 6NU,Live,E01002983,Kingston upon Thames 015E E01002983,27807,9,24999,8,0.055,28584,9,0.038,30642,10,31984,10,19334,6,9024,3,18578,6,20885,7,0.089,29515,9,0.048
KT6 5AS,Live,E01003002,Kingston upon Thames 016E E01003002,16518,6,12557,4,0.13,17194,6,0.076,19672,6,25918,8,18609,6,5641,2,11135,4,13092,4,0.161,10104,4,0.198
SW19 4NS,Live,E01003403,Merton 004C E01003403,29724,10,29794,10,0.035,32468,10,0.017,31969,10,30830,10,29259,9,13950,5,8178,3,28721,9,0.042,26055,8,0.066
E13 9AE,Live,E01003592,Newham 022B E01003592,6110,2,6664,3,0.2,9858,4,0.119,17032,6,8376,3,7604,3,638,1,5262,2,8970,3,0.217,2430,1,0.375
E16 4DD,Live,E01003503,Newham 030D E01003503,4459,2,5213,2,0.226,5198,2,0.167,13399,5,10745,4,2080,1,1380,1,7254,3,6038,2,0.266,2041,1,0.392
IG6 3TN,Live,E01003722,Redbridge 002B E01003722,11062,4,8270,3,0.177,9875,4,0.118,10621,4,21363,7,11039,4,6422,2,19453,6,8889,3,0.218,10880,4,0.188
CR8 3YP,Live,E01004084,Sutton 024A E01004084,29715,10,28395,9,0.041,29951,10,0.033,30441,10,31049,10,25522,8,8837,3,21574,7,27418,9,0.05,30466,10,0.042
E17 5DP,Live,E01004346,Waltham Forest 011B E01004346,15972,5,12998,4,0.126,22780,7,0.056,17766,6,24055,8,8353,3,8675,3,7122,3,12985,4,0.162,14995,5,0.141
B32 3QJ,Live,E01008920,Birmingham 094B E01008920,11829,4,13152,5,0.125,9426,3,0.122,11713,4,14552,5,13563,5,11417,4,8863,3,12166,4,0.172,20732,7,0.095
B32 3AE,Live,E01008919,Birmingham 095A E01008919,4302,2,5354,2,0.223,3583,2,0.192,9940,4,5313,2,4630,2,4023,2,10091,4,3592,2,0.321,11432,4,0.181
B21 0HN,Live,E01009354,Birmingham 036F E01009354,1283,1,1257,1,0.338,1923,1,0.229,3777,2,1917,1,3974,2,4345,2,4186,2,3752,2,0.316,804,1,0.478
B27 7QG,Live,E01009022,Birmingham 098B E01009022,5752,2,6924,3,0.196,6770,3,0.148,11094,4,7166,3,7550,3,8667,3,1633,1,9244,3,0.212,5660,2,0.276
B31 4BS,Live,E01009215,Birmingham 126E E01009215,633,1,716,1,0.37,468,1,0.299,4475,2,617,1,5544,2,5548,2,6922,3,1367,1,0.405,1980,1,0.395
CV7 7FW,Live,E01010169,Solihull 025C E01010169,32334,10,32028,10,0.022,31456,10,0.026,30591,10,28750,9,22632,7,24401,8,26942,9,31221,10,0.026,32521,10,0.023
B91 3PD,Live,E01010191,Solihull 022A E01010191,30597,10,31074,10,0.028,31762,10,0.024,30244,10,29519,9,28028,9,8885,3,22355,7,32148,10,0.017,27251,9,0.06
WS9 0RF,Live,E01010357,Walsall 039D E01010357,25910,8,24870,8,0.055,27814,9,0.04,23243,8,24556,8,24174,8,9550,3,16262,5,22389,7,0.079,24236,8,0.075
L23 9YB,Live,E01007020,Sefton 021A E01007020,6135,2,5928,2,0.213,3567,2,0.192,9114,3,2918,1,14994,5,31297,10,12468,4,10993,4,0.187,3831,2,0.323
OL12 6LD,Live,E01005487,Rochdale 010G E01005487,3050,1,2703,1,0.285,2881,1,0.205,8730,3,4493,2,952,1,21334,7,6927,3,6489,2,0.257,2304,1,0.38
OL16 4XA,Live,E01005469,Rochdale 012A E01005469,9190,3,10448,4,0.151,10516,4,0.114,12849,4,7882,3,5084,2,26595,9,3227,1,11299,4,0.183,20641,7,0.096
M5 5JH,Live,E01005722,Salford 021E E01005722,2012,1,1613,1,0.322,2521,1,0.214,3578,2,1175,1,2468,1,17947,6,14897,5,677,1,0.451,4534,2,0.304
SK6 6LB,Live,E01005884,Stockport 020D E01005884,30131,10,32200,10,0.02,27468,9,0.041,30545,10,22017,7,12871,4,25694,8,26535,9,30971,10,0.028,32340,10,0.026
SK2 6BW,Live,E01005830,Stockport 027E E01005830,19234,6,19116,6,0.083,18415,6,0.071,23972,8,10719,4,13096,4,20525,7,14409,5,25945,8,0.058,17880,6,0.116
SK14 5NJ,Live,E01006045,Tameside 030D E01006045,22973,7,30567,10,0.031,26460,9,0.045,25393,8,16693,6,6391,2,11478,4,16806,6,28075,9,0.046,30829,10,0.039
WN7 2LU,Live,E01006246,Wigan 034A E01006246,6810,3,7829,3,0.183,3537,2,0.193,12719,4,4637,2,6390,2,16072,5,22177,7,10691,4,0.191,12914,4,0.163
S36 7BX,Live,E01007425,Barnsley 016D E01007425,27816,9,31984,10,0.022,29608,10,0.034,30457,10,18152,6,21772,7,6295,2,27145,9,30545,10,0.031,32114,10,0.029
DN1 2HY,Live,E01007648,Doncaster 019D E01007648,1802,1,3376,2,0.266,2997,1,0.203,1877,1,1624,1,460,1,20690,7,5057,2,11177,4,0.185,3726,2,0.326
DN9 3HG,Live,E01007608,Doncaster 038A E01007608,16509,6,12049,4,0.135,11951,4,0.104,16943,6,14730,5,13846,5,26928,9,23887,8,10684,4,0.191,12637,4,0.166
S26 5QQ,Live,E01007747,Rotherham 031C E01007747,9297,3,8942,3,0.168,7271,3,0.142,4454,2,6245,2,15960,5,27798,9,25266,8,8393,3,0.225,13325,5,0.158
S5 8UL,Live,E01008094,Sheffield 019D E01008094,2374,1,1915,1,0.311,3072,1,0.201,1509,1,3750,2,3665,2,22306,7,8768,3,1061,1,0.423,3304,2,0.34
WF17 0LD,Live,E01011054,Kirklees 006E E01011054,22864,7,24573,8,0.056,21153,7,0.061,19623,6,19608,6,9034,3,21749,7,20698,7,25966,8,0.058,23478,8,0.079
BD19 3AQ,Live,E01011065,Kirklees 005D E01011065,13276,5,15546,5,0.106,15199,5,0.085,12131,4,17781,6,7340,3,27064,9,2472,1,15045,5,0.139,16061,5,0.131
LS6 4QE,Live,E01011505,Leeds 025A E01011505,16650,6,15743,5,0.104,13232,5,0.096,24227,8,13019,4,9412,3,29098,9,10180,4,21720,7,0.084,13850,5,0.153
LS17 5DJ,Live,E01011505,Leeds 025A E01011505,16650,6,15743,5,0.104,13232,5,0.096,24227,8,13019,4,9412,3,29098,9,10180,4,21720,7,0.084,13850,5,0.153
LS12 5EU,Live,E01011738,Leeds 083D E01011738,18074,6,20662,7,0.074,17649,6,0.074,21100,7,17995,6,4574,2,17569,6,14005,5,22864,7,0.076,23911,8,0.077
LS25 1LJ,Live,E01011402,Leeds 087D E01011402,17750,6,22001,7,0.068,14418,5,0.089,20238,7,12036,4,16790,6,16157,5,9627,3,26803,9,0.053,22471,7,0.085
LS18 5RF,Live,E01011459,Leeds 021C E01011459,23711,8,25208,8,0.054,23121,8,0.055,30628,10,15139,5,15369,5,30237,10,7099,3,27511,9,0.049,22364,7,0.086
LS16 5AG,Live,E01011685,Leeds 109A E01011685,29078,9,29462,9,0.036,31165,10,0.028,31635,10,24222,8,15843,5,19683,6,13619,5,29064,9,0.04,20984,7,0.094
LS8 1ND,Live,E01011641,Leeds 032B E01011641,25615,8,28741,9,0.039,25209,8,0.048,32522,10,25763,8,7053,3,30317,10,7873,3,30346,10,0.032,30823,10,0.04
